OBJECTID,COMPKEY,COMPTYPE,UNITID,UNITID2,UNITIDSORT,UNITDESC,STNAME_ORD,ONSTREET,XSTRLO,XSTRHI,ARTCLASS,ARTDESCRIPT,OWNER,STATUS,BLOCKNBR,SPEEDLIMIT,SEGDIR,ONEWAY,ONEWAYDIR,FLOW,SEGLENGTH,SURFACEWIDTH,SURFACETYPE_1,SURFACEDATE_1,SURFACETYPE_2,SURFACEDATE_2,INTRLO,DIRLO,INTKEYLO,INTRHI,DIRHI,INTKEYHI,GIS_MID_X,GIS_MID_Y,SGNDBKROUTE,NGHBRHDGRNWY,NATIONHWYSYS,STREETTYPE,MJTRK_STR_FLAG,PVMTCONDINDX1,PVMTCONDINDX2,TRANCLASS,TRANDESCRIPT,PRIMARYDISTRICTCD,SECONDARYDISTRICTCD,OVERRIDEYN,SLOPE_PCT,PVMTCATEGORY,PARKBOULEVARD,SHAPE_Length
5187,2141,68,00565,0230,005650230,15TH AVE S BETWEEN S COLLEGE ST AND S BAYVIEW ST,15TH AVE S,15TH AVE S,S COLLEGE ST,S BAYVIEW ST,2,Minor Arterial, ,INSVC,2300,25,S,N, , ,717,32,AC/PCC,2017/10/12 00:00:00+00,,,15TH AVE S AND S COLLEGE ST,S,31285,15TH AVE S AND S BAYVIEW ST,N,31295,1275156.80261456,215807.98337704,Y,N,N,Urban Village Neighborhood,,41,0,3,MINOR TRANSIT ROUTE,DISTRICT2, ,N,0,ART,N,717.483688315003
5188,2152,68,00565,0361,005650361,15TH AVE S BETWEEN SPOKANE TURN RD AND 15TH AVS TURN RD,15TH AVE S,15TH AVE S,SPOKANE TURN RD,15TH AVS TURN RD,2,Minor Arterial, ,INSVC,3600,25,S,N, , ,436,44,AC/PCC,2018/05/01 00:00:00+00,,,15TH AVE S AND SPOKANE TURN RD,S,32272,15TH AVE S AND 15TH AVS TURN RD,N,32270,1275071.24075846,211601.73940474,Y,N,N,Urban Center Connector,,55,0,3,MINOR TRANSIT ROUTE,DISTRICT2, ,N,1,ART,N,435.820585862554
5189,2158,68,00565,0434,005650434,15TH AVE S BETWEEN S COLUMBIAN S WAY AND S OREGON ST,15TH AVE S,15TH AVE S,S COLUMBIAN S WAY,S OREGON ST,2,Minor Arterial, ,INSVC,4300,25,S,N, , ,302,58,AC/PCC,2018/04/30 00:00:00+00,,,15TH AVE S AND S COLUMBIAN S WAY,S,32300,15TH AVE S AND S OREGON ST,N,32310,1275004.0685984,209214.3873383,Y,N,N,Urban Center Connector,,72,0,3,MINOR TRANSIT ROUTE,DISTRICT2, ,N,1,ART,N,301.739195129504
5190,2166,68,00565,0510,005650510,15TH AVE S BETWEEN S PEARL ST AND S DAWSON ST,15TH AVE S,15TH AVE S,S PEARL ST,S DAWSON ST,2,Minor Arterial, ,INSVC,5100,25,S,N, , ,276,36,PCC,2017/10/12 00:00:00+00,,,15TH AVE S AND S PEARL ST,S,33332,15TH AVE S AND S DAWSON ST,N,33331,1274961.64946236,206328.44723934,Y,N,N,Urban Center Connector,,69,0,3,MINOR TRANSIT ROUTE,DISTRICT2, ,N,4,ART,N,276.139248521942
5193,2186,68,00575,0190,005750190,15TH AVE W BETWEEN W HOWE ST AND W NEWTON ST,15TH AVE W,15TH AVE W,W HOWE ST,W NEWTON ST,1,Principal Arterial, ,INSVC,1900,30,N,N, , ,279,77,AC/PCC,2017/10/30 00:00:00+00,,,15TH AVE W AND W HOWE ST,N,27955,15TH AVE W AND W NEWTON ST,S,27941,1260073.37885511,235928.54160565,N,N,Y,Industrial Access,Y,71,0,2,MAJOR TRANSIT ROUTE,DISTRICT7, ,N,0,ART,N,279.413292104236
5194,2196,68,00575,0363,005750363,15TH AVE W BETWEEN NICKERSON 15TH RP AND 15TH EMERSON RP,15TH AVE W,15TH AVE W,NICKERSON 15TH RP,15TH EMERSON RP,1,Principal Arterial, ,INSVC,3600,30,N,N, , ,228,79,AC/PCC,2017/10/30 00:00:00+00,,,15TH AVE W AND NICKERSON 15TH RP,N,26742,15TH AVE W AND 15TH EMERSON RP,S,26731,1260175.87280722,241912.53380378,Y,N,Y,Industrial Access,Y,83,0,2,MAJOR TRANSIT ROUTE,DISTRICT7, ,N,1,ART,N,228.239930687578
5216,2320,68,00695,0240,006950240,16TH AVE SW BETWEEN SW FLORIDA ST AND SW LANDER ST,16TH AVE SW,16TH AVE SW,SW FLORIDA ST,SW LANDER ST,3,Collector Arterial, ,INSVC,2400,25,S,N, , ,1424,24,PCC,2017/10/22 00:00:00+00,,,16TH AVE SW AND SW FLORIDA ST,S,31188,16TH AVE SW AND SW LANDER ST,N,31190,1264977.87249213,215913.86241715,N,N,Y,Industrial Access,,83,0,3,MINOR TRANSIT ROUTE,DISTRICT1, ,N,0,ART,N,1424.02456696414
5217,2335,68,00695,0700,006950700,16TH AVE SW BETWEEN SW MYRTLE ST AND SW ORCHARD ST,16TH AVE SW,16TH AVE SW,SW MYRTLE ST,SW ORCHARD ST,2,Minor Arterial, ,INSVC,7000,25,S,N, , ,331,44,PCC,2018/01/09 00:00:00+00,,,16TH AVE SW AND SW MYRTLE ST,S,34126,16TH AVE SW AND SW ORCHARD ST,N,34131,1264581.02468373,200205.36499307,N,N,N,Neighborhood Corridor,,71,0,3,MINOR TRANSIT ROUTE,DISTRICT1, ,N,1,ART,N,330.795433880081
5218,2338,68,00695,0750,006950750,16TH AVE SW BETWEEN SW WEBSTER ST AND SW AUSTIN ST,16TH AVE SW,16TH AVE SW,SW WEBSTER ST,SW AUSTIN ST,2,Minor Arterial, ,INSVC,7500,25,S,N, , ,341,47,PCC,2017/10/22 00:00:00+00,,,16TH AVE SW AND SW WEBSTER ST,S,34137,16TH AVE SW AND SW AUSTIN ST,N,34146,1264548.0051637,198877.58566371,N,N,N,Neighborhood Corridor,,72,0,3,MINOR TRANSIT ROUTE,DISTRICT1, ,N,1,ART,N,341.350509956738
5219,2341,68,00695,0790,006950790,16TH AVE SW BETWEEN SW KENYON ST AND SW ELMGROVE ST,16TH AVE SW,16TH AVE SW,SW KENYON ST,SW ELMGROVE ST,2,Minor Arterial, ,INSVC,7900,25,S,N, , ,653,44,PCC,2017/10/22 00:00:00+00,,,16TH AVE SW AND SW KENYON ST,S,34160,16TH AVE SW AND SW ELMGROVE ST,N,34998,1264512.09271565,197399.5106542,N,N,N,Neighborhood Corridor,,86,0,3,MINOR TRANSIT ROUTE,DISTRICT1, ,N,4,ART,N,653.196675076052
5233,2427,68,00770,1430,007701430,17TH AVE NE BETWEEN NE 143RD ST AND NE 145TH ST,17TH AVE NE,17TH AVE NE,NE 143RD ST,NE 145TH ST,0,Not Designated, ,INSVC,14300,20,N,N, , ,665,22,ST,2014/10/14 00:00:00+00,,,17TH AVE NE AND NE 143RD ST,N,36078,17TH AVE NE AND NE 145TH ST,S,36077,1277044.14239249,270865.47373742,N,N,N,Neighborhood Yield Street,,100,0,4,LOCAL TRANSIT ROUTE,DISTRICT5, ,N,3,NON-ART,N,665.283959769158
5268,2655,68,00910,0020,009100020,19TH AVE E BETWEEN E JOHN ST AND E THOMAS ST,19TH AVE E,19TH AVE E,E JOHN ST,E THOMAS ST,3,Collector Arterial, ,INSVC,200,25,N,N, , ,300,42,AC/PCC,2017/10/07 00:00:00+00,,,19TH AVE E AND E JOHN ST,N,29374,19TH AVE E AND E THOMAS ST,S,29366,1276914.28293636,229666.20547123,Y,N,N,Urban Village Neighborhood,,16,0,3,MINOR TRANSIT ROUTE,DISTRICT3, ,N,0,ART,N,299.971685047658
5269,2669,68,00910,0245,009100245,19TH AVE E BETWEEN E CALHOUN ST AND WEST MONTLAKE PL E,19TH AVE E,19TH AVE E,E CALHOUN ST,WEST MONTLAKE PL E,2,Minor Arterial, ,INSVC,2400,25,N,N, , ,154,32,AC/PCC,2017/10/07 00:00:00+00,,,19TH AVE E AND E CALHOUN ST,N,28410,19TH AVE E AND WEST MONTLAKE PL E,S,28411,1277088.39122453,237376.48464713,N,N,N,Neighborhood Corridor,,58,0,3,MINOR TRANSIT ROUTE,DISTRICT3, ,N,1,ART,N,153.572096791872
5272,2685,68,00915,0820,009150820,19TH AVE NE BETWEEN NE 82ND ST AND NE 85TH ST,19TH AVE NE,19TH AVE NE,NE 82ND ST,NE 85TH ST,0,Not Designated, ,INSVC,8200,20,N,N, , ,663,25,PCC,2013/07/05 00:00:00+00,,,19TH AVE NE AND NE 82ND ST,N,24716,19TH AVE NE AND NE 85TH ST,S,337216,1277262.69791271,254951.87064913,N,N,N,Neighborhood Yield Street,,71,0,3,MINOR TRANSIT ROUTE,DISTRICT4, ,N,3,NON-ART,N,663.273694115684
5281,2759,68,00955,0160,009550160,2ND AVE BETWEEN PINE ST AND STEWART ST,2ND AVE,2ND AVE,PINE ST,STEWART ST,1,Principal Arterial, ,INSVC,1600,25,NW,Y,SE,T,296,58,AC/PCC,2017/11/03 00:00:00+00,PCC,2017/10/29 00:00:00+00,2ND AVE AND PINE ST,NW,29586,2ND AVE AND STEWART ST,SE,29581,1268766.42795202,226375.20981987,Y,N,Y,Downtown,,92,79,1,PRINCIPAL TRANSIT ROUTE,DISTRICT7, ,N,4,ART,N,296.083113472533
5282,2760,68,00955,0190,009550190,2ND AVE BETWEEN STEWART ST AND VIRGINIA ST,2ND AVE,2ND AVE,STEWART ST,VIRGINIA ST,1,Principal Arterial, ,INSVC,1900,25,NW,Y,SE,T,426,58,AC/PCC,2017/11/03 00:00:00+00,PCC,2017/10/29 00:00:00+00,2ND AVE AND STEWART ST,NW,29581,2ND AVE AND VIRGINIA ST,SE,29562,1268531.27563177,226644.51446013,Y,N,Y,Downtown,,92,75,1,PRINCIPAL TRANSIT ROUTE,DISTRICT7, ,N,4,ART,N,426.157403752039
5283,2763,68,00955,0220,009550220,2ND AVE BETWEEN BLANCHARD ST AND BELL ST,2ND AVE,2ND AVE,BLANCHARD ST,BELL ST,1,Principal Arterial, ,INSVC,2200,25,NW,Y,SE,T,426,51,AC/PCC,2017/10/27 00:00:00+00,PCC,2017/10/29 00:00:00+00,2ND AVE AND BLANCHARD ST,NW,29559,2ND AVE AND BELL ST,SE,29702,1267585.7357908,227504.72796503,Y,N,Y,Downtown,,79,75,2,MAJOR TRANSIT ROUTE,DISTRICT7, ,N,3,ART,N,425.939064905027
5284,2769,68,00955,0280,009550280,2ND AVE BETWEEN CLAY ST AND BROAD ST,2ND AVE,2ND AVE,CLAY ST,BROAD ST,1,Principal Arterial, ,INSVC,2800,25,NW,Y,SE,T,313,54,AC/PCC,2017/10/27 00:00:00+00,,,2ND AVE AND CLAY ST,NW,29667,2ND AVE AND BROAD ST,SE,29666,1266091.71217327,228864.20086241,Y,N,N,Downtown,,88,0,2,MAJOR TRANSIT ROUTE,DISTRICT7, ,N,1,ART,N,313.019262855138
5305,2927,68,01043,0299,010430299,2ND WR AVE BETWEEN 2ND AVE AND EAGLE ST,2ND AVE,2ND WR AVE,2ND AVE,EAGLE ST,0,Not Designated, ,INSVC,2900,20,NW,Y,SE,T,76,0,AC/PCC,,,,2ND AVE AND 2ND WR AVE,NW,29720,2ND WR AVE AND EAGLE ST,SE,29719,1265683.42878085,229235.7121588,N,N,N,Downtown Neighborhood Access,,0,0,2,MAJOR TRANSIT ROUTE,DISTRICT7, ,N,0,NON-ART,N,76.1714013671738
5312,2964,68,01055,0530,010550530,20TH AVE NE BETWEEN NE 54TH ST AND NE 55TH ST,20TH AVE NE,20TH AVE NE,NE 54TH ST,NE 55TH ST,3,Collector Arterial, ,INSVC,5300,25,N,N, , ,192,40,AC/PCC,2017/09/28 00:00:00+00,,,20TH AVE NE AND NE 54TH ST,N,26039,20TH AVE NE AND NE 55TH ST,S,26040,1277465.73746492,247238.25592123,Y,N,N,Neighborhood Corridor,,89,0,3,MINOR TRANSIT ROUTE,DISTRICT4, ,N,3,ART,N,192.242807092157
5332,3073,68,01070,0380,010700380,20TH AVE SW BETWEEN SW CHARLESTOWN ST AND SW ANDOVER ST,20TH AVE SW,20TH AVE SW,SW CHARLESTOWN ST,SW ANDOVER ST,0,Not Designated, ,INSVC,3800,20,S,N, , ,655,25,PCC,2013/11/05 00:00:00+00,,,20TH AVE SW AND SW CHARLESTOWN ST,S,32021,20TH AVE SW AND SW ANDOVER ST,N,32042,1263800.45777093,211372.41946851,N,N,N,Neighborhood Yield Street,,64,0,4,LOCAL TRANSIT ROUTE,DISTRICT1, ,N,4,NON-ART,N,655.207915001519
5333,3075,68,01070,0410,010700410,20TH AVE SW BETWEEN SW DAKOTA ST AND SW GENESEE ST,20TH AVE SW,20TH AVE SW,SW DAKOTA ST,SW GENESEE ST,0,Not Designated, ,INSVC,4100,20,S,N, , ,671,0,PCC,,,,20TH AVE SW AND SW DAKOTA ST,S,32054,20TH AVE SW AND SW GENESEE ST,N,32067,1263780.40196291,210082.22100318,N,N,N,Neighborhood Yield Street,,0,0,4,LOCAL TRANSIT ROUTE,DISTRICT1, ,N,2,NON-ART,N,670.779010399078
5334,3084,68,01070,0900,010700900,20TH AVE SW BETWEEN SW HENDERSON ST AND DELRIDGE WAY SW,20TH AVE SW,20TH AVE SW,SW HENDERSON ST,DELRIDGE WAY SW,0,Not Designated, ,INSVC,9000,20,S,N, , ,385,25,PCC,2014/01/31 00:00:00+00,,,20TH AVE SW AND SW HENDERSON ST,S,34870,20TH AVE SW AND DELRIDGE WAY SW,N,34885,1263437.24202655,194269.62290698,N,N,N,Urban Village Neighborhood Access,,77,0,4,LOCAL TRANSIT ROUTE,DISTRICT1, ,N,0,NON-ART,N,385.169566647287
5338,3102,68,01150,0060,011500060,21ST AVE BETWEEN E JAMES ST AND E CHERRY ST,21ST AVE,21ST AVE,E JAMES ST,E CHERRY ST,0,Not Designated, ,INSVC,600,20,N,N, , ,308,42,AC,2014/09/04 00:00:00+00,,,21ST AVE AND E JAMES ST,N,30183,21ST AVE AND E CHERRY ST,S,30175,1277401.95948085,225102.08975457,N,N,N,Urban Village Neighborhood Access,,18,0,4,LOCAL TRANSIT ROUTE,DISTRICT3, ,N,5,NON-ART,N,308.182129447593
5349,3168,68,01170,0170,011700170,21ST AVE S BETWEEN S MASSACHUSETTS ST AND S STATE ST,21ST AVE S,21ST AVE S,S MASSACHUSETTS ST,S STATE ST,0,Not Designated, ,INSVC,1700,20,S,N, , ,246,0,PCC,,,,21ST AVE S AND S MASSACHUSETTS ST,S,31516,RAINIER AVE S AND S STATE ST,N,31529,1277229.40108068,217984.08782727,N,N,N,Urban Village Neighborhood Access,,0,0,4,LOCAL TRANSIT ROUTE,DISTRICT3, ,N,1,NON-ART,N,246.149427113633
5354,3198,68,01175,0410,011750410,21ST AVE SW BETWEEN SW DAKOTA ST AND SW GENESEE ST,21ST AVE SW,21ST AVE SW,SW DAKOTA ST,SW GENESEE ST,0,Not Designated, ,INSVC,4100,20,S,Y,N,T,674,36,PCC,2013/11/05 00:00:00+00,PCC,2013/11/05 00:00:00+00,21ST AVE SW AND SW DAKOTA ST,S,32053,21ST AVE SW AND SW GENESEE ST,N,32066,1263506.52413863,210086.47450718,N,Y,N,Neighborhood Yield Street,,76,84,4,LOCAL TRANSIT ROUTE,DISTRICT1, ,N,6,NON-ART,N,674.497075244263
5376,3357,68,01355,0050,013550050,23RD AVE BETWEEN E JEFFERSON ST AND E JAMES ST,23RD AVE,23RD AVE,E JEFFERSON ST,E JAMES ST,1,Principal Arterial, ,INSVC,500,25,N,N, , ,253,42,PCC,2017/10/07 00:00:00+00,PCC,2017/11/05 00:00:00+00,23RD AVE AND E JEFFERSON ST,N,30187,23RD AVE AND E JAMES ST,S,30186,1277949.60978542,224701.31573814,N,N,Y,Urban Village Main,,96,87,2,MAJOR TRANSIT ROUTE,DISTRICT3, ,N,4,ART,N,252.508816626542
5377,3360,68,01355,0080,013550080,23RD AVE BETWEEN E COLUMBIA ST AND E MARION ST,23RD AVE,23RD AVE,E COLUMBIA ST,E MARION ST,1,Principal Arterial, ,INSVC,800,25,N,N, , ,366,34,PCC,2017/10/07 00:00:00+00,AC/PCC,2017/02/28 00:00:00+00,23RD AVE AND E COLUMBIA ST,N,30052,23RD AVE AND E MARION ST,S,30051,1277973.88370544,225795.11657126,N,N,Y,Urban Village Main,,95,100,2,MAJOR TRANSIT ROUTE,DISTRICT3, ,N,3,ART,N,366.168635095086
5378,3369,68,01360,0019,013600019,23RD AVE E BETWEEN E MADISON ST AND E JOHN ST,23RD AVE E,23RD AVE E,E MADISON ST,E JOHN ST,1,Principal Arterial, ,INSVC,100,25,N,N, , ,378,60,PCC,2017/10/07 00:00:00+00,AC/PCC,2017/02/28 00:00:00+00,23RD AVE E AND E MADISON ST,N,29382,23RD AVE E AND E JOHN ST,S,29380,1278103.50239357,229502.24067107,N,N,Y,Urban Village Main,,94,100,2,MAJOR TRANSIT ROUTE,DISTRICT3, ,N,2,ART,N,378.269516576465
5388,3447,68,01375,0080,013750080,23RD AVE S BETWEEN S DEARBORN ST AND S CHARLES ST,23RD AVE S,23RD AVE S,S DEARBORN ST,S CHARLES ST,1,Principal Arterial, ,INSVC,800,25,S,N, , ,360,41,AC/PCC,2017/10/07 00:00:00+00,,,23RD AVE S AND S DEARBORN ST,S,30786,23RD AVE S AND S CHARLES ST,N,30787,1278006.97848947,220524.90331787,N,N,Y,Urban Village Main,,17,0,3,MINOR TRANSIT ROUTE,DISTRICT3, ,N,4,ART,N,360.0286989159
5389,3450,68,01375,0130,013750130,23RD AVE S BETWEEN S JUDKINS ST AND MOUNTAINS TO SOUND TRL,23RD AVE S,23RD AVE S,S JUDKINS ST,MOUNTAINS TO SOUND TRL,1,Principal Arterial, ,INSVC,1300,25,S,N, , ,583,48,PCC,2017/10/07 00:00:00+00,,,23RD AVE S AND S JUDKINS ST,S,30811,23RD AVE S AND MOUNTAINS TO SOUND TRL,N,30824,1277978.12780145,219079.88168439,N,N,Y,Urban Center Connector,,79,0,3,MINOR TRANSIT ROUTE,DISTRICT3, ,N,4,ART,N,583.575385888567
5402,3545,68,01475,0140,014750140,24TH AVE E BETWEEN E LEE ST AND E GALER ST,24TH AVE E,24TH AVE E,E LEE ST,E GALER ST,1,Principal Arterial, ,INSVC,1400,25,N,N, , ,366,47,AC/PCC,2017/10/07 00:00:00+00,,,24TH AVE E AND E LEE ST,N,29196,24TH AVE E AND E GALER ST,S,29193,1278410.03692189,233906.23286757,N,N,Y,Urban Center Connector,,45,0,2,MAJOR TRANSIT ROUTE,DISTRICT3, ,N,8,ART,N,366.38293432723
5403,3551,68,01475,0200,014750200,24TH AVE E BETWEEN E NEWTON N ST AND E BOSTON ST,24TH AVE E,24TH AVE E,E NEWTON N ST,E BOSTON ST,1,Principal Arterial, ,INSVC,2000,25,N,N, , ,300,47,AC/PCC,2017/10/07 00:00:00+00,,,24TH AVE E AND E NEWTON N ST,N,28371,24TH AVE E AND E BOSTON ST,S,28370,1278447.55621792,236290.37661402,N,N,Y,Urban Center Connector,,25,0,2,MAJOR TRANSIT ROUTE,DISTRICT3, ,N,1,ART,N,300.079437479054
5408,3595,68,01485,0600,014850600,24TH AVE NW BETWEEN NW 60TH ST AND NW 61ST ST,24TH AVE NW,24TH AVE NW,NW 60TH ST,NW 61ST ST,2,Minor Arterial, ,INSVC,6000,25,N,N, , ,266,60,AC/PCC,2017/10/01 00:00:00+00,,,24TH AVE NW AND NW 60TH ST,N,25124,24TH AVE NW AND NW 61ST ST,S,25123,1257519.8150765,249260.9252353,N,N,N,Urban Village Neighborhood,,13,0,3,MINOR TRANSIT ROUTE,DISTRICT6, ,N,4,ART,N,265.8091890192
5409,3603,68,01485,0730,014850730,24TH AVE NW BETWEEN NW 73RD ST AND NW 75TH ST,24TH AVE NW,24TH AVE NW,NW 73RD ST,NW 75TH ST,2,Minor Arterial, ,INSVC,7300,25,N,N, , ,682,54,AC/PCC,2017/10/01 00:00:00+00,,,24TH AVE NW AND NW 73RD ST,N,23905,24TH AVE NW AND NW 75TH ST,S,23894,1257597.93942858,252729.20741485,N,N,N,Urban Center Connector,,22,0,3,MINOR TRANSIT ROUTE,DISTRICT6, ,N,3,ART,N,682.07901814549
5410,3606,68,01485,0800,014850800,24TH AVE NW BETWEEN NW 80TH ST AND NW 83RD S ST,24TH AVE NW,24TH AVE NW,NW 80TH ST,NW 83RD S ST,2,Minor Arterial, ,INSVC,8000,25,N,N, , ,686,54,AC/PCC,2017/10/01 00:00:00+00,,,24TH AVE NW AND NW 80TH ST,N,23872,24TH AVE NW AND NW 83RD S ST,S,23870,1257627.86902861,254733.0677049,N,N,N,Urban Center Connector,,27,0,3,MINOR TRANSIT ROUTE,DISTRICT6, ,N,1,ART,N,685.972255335298
5411,3616,68,01485,0980,014850980,24TH AVE NW BETWEEN NW 98TH S ST AND NW 98TH N ST,24TH AVE NW,24TH AVE NW,NW 98TH S ST,NW 98TH N ST,3,Collector Arterial, ,INSVC,9800,25,N,N, , ,134,25,AC/PCC,2017/10/01 00:00:00+00,,,24TH AVE NW AND NW 98TH S ST,N,36911,24TH AVE NW AND NW 98TH N ST,S,36912,1257729.67914072,259304.94418958,N,N,N,Neighborhood Corridor,,35,0,3,MINOR TRANSIT ROUTE,DISTRICT6, ,N,7,ART,N,134.039048563293
5431,3723,68,01610,0510,016100510,25TH AVE NE BETWEEN NE BLAKELEY ST AND NE 54TH ST,25TH AVE NE,25TH AVE NE,NE BLAKELEY ST,NE 54TH ST,1,Principal Arterial, ,INSVC,5100,25,N,N, , ,624,47,AC/PCC,2017/09/24 00:00:00+00,,,25TH AVE NE AND NE BLAKELEY ST,N,25949,25TH AVE NE AND NE 54TH ST,S,25940,1278905.1409224,246792.19972877,N,N,Y,Urban Village Main,,40,0,3,MINOR TRANSIT ROUTE,DISTRICT4, ,N,5,ART,N,624.35212661329
5432,3726,68,01610,0570,016100570,25TH AVE NE BETWEEN NE 57TH ST AND NE 60TH ST,25TH AVE NE,25TH AVE NE,NE 57TH ST,NE 60TH ST,1,Principal Arterial, ,INSVC,5700,25,N,N, , ,789,40,AC/PCC,2017/09/24 00:00:00+00,,,25TH AVE NE AND NE 57TH ST,N,25916,25TH AVE NE AND NE 60TH ST,S,25903,1278927.01241042,248231.50289825,N,N,Y,Urban Center Connector,,46,0,3,MINOR TRANSIT ROUTE,DISTRICT4, ,N,6,ART,N,788.758733847198
5433,3733,68,01610,0770,016100770,25TH AVE NE BETWEEN NE 77TH ST AND NE 80TH ST,25TH AVE NE,25TH AVE NE,NE 77TH ST,NE 80TH ST,1,Principal Arterial, ,INSVC,7700,25,N,N, , ,663,52,PCC,2017/09/24 00:00:00+00,,,25TH AVE NE AND NE 77TH ST,N,24646,25TH AVE NE AND NE 80TH ST,S,24637,1278981.38463448,253592.40056774,N,N,Y,Urban Center Connector,,65,0,3,MINOR TRANSIT ROUTE,DISTRICT4, ,N,2,ART,N,663.36989188959
5446,3811,68,01625,0880,016250880,25TH AVE SW BETWEEN SW TRENTON ST AND SW HENDERSON ST,25TH AVE SW,25TH AVE SW,SW TRENTON ST,SW HENDERSON ST,3,Collector Arterial, ,INSVC,8800,25,S,N, , ,668,44,PCC,2018/01/09 00:00:00+00,,,25TH AVE SW AND SW TRENTON ST,S,34864,25TH AVE SW AND SW HENDERSON ST,N,34866,1262117.6888732,194818.82201155,N,N,N,Urban Village Neighborhood,,71,0,3,MINOR TRANSIT ROUTE,DISTRICT1, ,N,0,ART,N,667.573190052621
5498,4170,68,01915,0920,019150920,28TH AVE NW BETWEEN NW 92ND ST AND NW 93RD ST,28TH AVE NW,28TH AVE NW,NW 92ND ST,NW 93RD ST,3,Collector Arterial, ,INSVC,9200,25,N,N, , ,267,20,AC/PCC,2017/10/01 00:00:00+00,,,28TH AVE NW AND NW 92ND ST,N,37033,28TH AVE NW AND NW 93RD ST,S,37034,1256385.27363534,257922.22610816,N,N,N,Neighborhood Corridor,,70,0,3,MINOR TRANSIT ROUTE,DISTRICT6, ,N,8,ART,N,266.624759558406
5499,4173,68,01915,0945,019150945,28TH AVE NW BETWEEN NW 95TH ST AND NW GOLDEN DR,28TH AVE NW,28TH AVE NW,NW 95TH ST,NW GOLDEN DR,3,Collector Arterial, ,INSVC,9400,25,NW,N, , ,162,23,AC/PCC,2017/10/01 00:00:00+00,,,28TH AVE NW AND NW 95TH ST,NW,37015,28TH AVE NW AND NW GOLDEN DR,SE,37014,1256251.4040032,258523.98098879,N,N,N,Neighborhood Corridor,,60,0,3,MINOR TRANSIT ROUTE,DISTRICT6, ,N,10,ART,N,161.709472406627
5506,4226,68,01930,0160,019300160,28TH AVE W BETWEEN W GARFIELD ST AND W HAYES S ST,28TH AVE W,28TH AVE W,W GARFIELD ST,W HAYES S ST,3,Collector Arterial, ,INSVC,1600,25,N,N, , ,164,36,PCC,2017/10/30 00:00:00+00,,,28TH AVE W AND W GARFIELD ST,N,27741,28TH AVE W AND W HAYES S ST,S,27743,1255884.21955483,235163.91427687,N,N,N,Neighborhood Corridor,,84,0,3,MINOR TRANSIT ROUTE,DISTRICT7, ,N,5,ART,N,163.949391014973
5507,4237,68,01930,0220,019300220,28TH AVE W BETWEEN W BOSTON N ST AND W LYNN S ST,28TH AVE W,28TH AVE W,W BOSTON N ST,W LYNN S ST,3,Collector Arterial, ,INSVC,2200,25,N,N, , ,160,40,PCC,2017/10/30 00:00:00+00,,,28TH AVE W AND W BOSTON N ST,N,27695,28TH AVE W AND W LYNN S ST,S,27681,1255931.14921887,236846.14429459,N,N,N,Neighborhood Corridor,,78,0,3,MINOR TRANSIT ROUTE,DISTRICT7, ,N,3,ART,N,160.029929950991
5508,4243,68,01930,0255,019300255,28TH AVE W BETWEEN W HALLADAY ST AND W RAYE S ST,28TH AVE W,28TH AVE W,W HALLADAY ST,W RAYE S ST,3,Collector Arterial, ,INSVC,2500,25,N,N, , ,324,36,PCC,2017/10/30 00:00:00+00,,,28TH AVE W AND W HALLADAY ST,N,27650,28TH AVE W AND W RAYE S ST,S,27649,1255974.59280291,238352.69904813,N,N,N,Neighborhood Corridor,,72,0,3,MINOR TRANSIT ROUTE,DISTRICT7, ,N,2,ART,N,323.944151899117
5509,4252,68,01930,0360,019300360,28TH AVE W BETWEEN W RUFFNER ST AND W TILDEN ST,28TH AVE W,28TH AVE W,W RUFFNER ST,W TILDEN ST,3,Collector Arterial, ,INSVC,3600,25,N,N, , ,330,36,PCC,2017/10/30 00:00:00+00,,,28TH AVE W AND W RUFFNER ST,N,26560,28TH AVE W AND W TILDEN ST,S,26553,1256067.726115,241986.64644384,N,N,N,Neighborhood Corridor,,76,0,3,MINOR TRANSIT ROUTE,DISTRICT7, ,N,4,ART,N,329.999147229693
5527,4375,68,02080,0060,020800060,3RD AVE BETWEEN JAMES ST AND CHERRY ST,3RD AVE,3RD AVE,JAMES ST,CHERRY ST,2,Minor Arterial, ,INSVC,600,25,NW,N, , ,307,46,PCC,2017/10/10 00:00:00+00,,,3RD AVE AND JAMES ST,NW,30480,3RD AVE AND CHERRY ST,SE,30481,1270782.91819409,223600.85826503,N,N,N,Downtown Neighborhood,,77,0,1,PRINCIPAL TRANSIT ROUTE,DISTRICT7, ,N,3,ART,N,306.553179203026
5528,4377,68,02080,0080,020800080,3RD AVE BETWEEN COLUMBIA ST AND MARION ST,3RD AVE,3RD AVE,COLUMBIA ST,MARION ST,2,Minor Arterial, ,INSVC,800,25,NW,N, , ,306,46,PCC,2017/10/10 00:00:00+00,,,3RD AVE AND COLUMBIA ST,NW,29970,3RD AVE AND MARION ST,SE,29967,1270471.17841776,224127.65557756,N,N,N,Downtown Neighborhood,,77,0,1,PRINCIPAL TRANSIT ROUTE,DISTRICT7, ,N,3,ART,N,305.924405437785
